 type   sat      day     hms     lat     lon     pre   spd   dir   rff    qi  int
IR     MTSAT   20131107  0513   14.26  -138.48   312    8.8  128  79.77  0.95  15
IR     MTSAT   20131107  0513   14.29  -139.34   300   12.1  117  53.20  0.67  15
IR     MTSAT   20131107  0513   14.60  -141.91   887   11.1   98  79.03  0.91  15
IR     MTSAT   20131107  0513   14.60  -143.00   868   12.0   95  78.28  1.00  15
IR     MTSAT   20131107  0513   14.22  -143.29   300    9.3   85  68.96  0.58  15
IR     MTSAT   20131107  0513   14.23  -143.81   887   11.6   93  80.20  0.88  15
IR     MTSAT   20131107  0513   14.72  -144.80   906   12.7   93  72.42  0.92  15
IR     MTSAT   20131107  0513   14.46  -145.21   906   13.1   91  72.38  0.99  15
IR     MTSAT   20131107  0513   14.01  -120.24   175   17.5  124  61.91  1.00  15
IR     MTSAT   20131107  0513   13.92  -121.14   200   17.4  134  57.42  0.98  15
IR     MTSAT   20131107  0513   14.20  -122.77   150   16.6  133  80.27  0.84  15
IR     MTSAT   20131107  0513   14.22  -123.84   150   12.9  113  55.38  0.53  15
IR     MTSAT   20131107  0513   13.85  -125.84   162    6.6   92  54.67  0.60  15
IR     MTSAT   20131107  0513   13.92  -126.53   162    8.4  110  68.31  0.80  15
IR     MTSAT   20131107  0513   14.18  -127.41   175    9.8  121  69.31  0.89  15
IR     MTSAT   20131107  0513   13.98  -127.73   212   10.2  115  62.09  0.98  15
IR     MTSAT   20131107  0513   14.20  -128.26   212    7.7  106  70.79  0.93  15
IR     MTSAT   20131107  0513   14.20  -128.72   212    9.4   99  81.50  0.94  15
IR     MTSAT   20131107  0513   13.77  -129.43   225   11.9   92  78.43  0.95  15
IR     MTSAT   20131107  0513   14.07  -130.06   225   12.0   94  73.10  1.00  15
IR     MTSAT   20131107  0513   13.92  -130.45   225   12.8   96  71.70  0.98  15
IR     MTSAT   20131107  0513   13.72  -131.22   175   11.4  102  70.29  0.81  15
IR     MTSAT   20131107  0513   14.06  -132.00   187    7.6   92  64.34  0.97  15
IR     MTSAT   20131107  0513   14.02  -132.19   187    6.8   86  60.06  0.99  15
IR     MTSAT   20131107  0513   13.94  -132.80   212    8.4  108  76.23  0.87  15
IR     MTSAT   20131107  0513   13.86  -133.29   225    8.4  109  75.92  0.90  15
IR     MTSAT   20131107  0513   14.05  -133.96   225   17.3  119  44.26  0.69  15
IR     MTSAT   20131107  0513   13.93  -134.86   225    8.7  126  68.28  0.70  15
IR     MTSAT   20131107  0513   13.66  -134.95   225    8.1  123  74.19  0.58  15
IR     MTSAT   20131107  0513   14.07  -135.80   225    5.2  110  74.49  0.71  15
IR     MTSAT   20131107  0513   13.77  -138.08   287    6.2  125  67.84  0.94  15
IR     MTSAT   20131107  0513   14.11  -138.59   300    7.9  124  80.37  0.90  15
IR     MTSAT   20131107  0513   13.99  -138.93   300    8.9  124  71.90  0.98  15
IR     MTSAT   20131107  0513   14.11  -141.54   906   12.4   99  67.64  0.54  15
IR     MTSAT   20131107  0513   14.00  -143.81   906   11.7   91  84.70  0.96  15
IR     MTSAT   20131107  0513   14.08  -144.48   450   14.1   92  70.69  0.57  15
IR     MTSAT   20131107  0513   14.00  -144.63   387   14.0   92  69.94  0.58  15
IR     MTSAT   20131107  0513   13.93  -145.38   887   12.5   89  85.03  0.99  15
IR     MTSAT   20131107  0513   13.26  -119.33   150   17.4  119  72.75  1.00  15
IR     MTSAT   20131107  0513   13.67  -119.70   150   17.6  123  70.55  0.97  15
IR     MTSAT   20131107  0513   13.35  -120.47   150   20.1  125  70.26  0.98  15
IR     MTSAT   20131107  0513   13.38  -121.31   162   18.9  122  73.03  0.74  15
IR     MTSAT   20131107  0513   13.25  -122.01   187   10.3  111  55.63  0.57  15
IR     MTSAT   20131107  0513   13.17  -125.54   162    8.7  106  62.59  0.96  15
IR     MTSAT   20131107  0513   13.20  -126.12   162   13.0  105  64.15  0.88  15
IR     MTSAT   20131107  0513   13.54  -126.71   175   10.8  101  70.16  0.81  15
IR     MTSAT   20131107  0513   13.27  -126.93   187   13.0  103  67.98  0.99  15
IR     MTSAT   20131107  0513   13.37  -127.81   225   11.3   87  79.15  0.74  15
IR     MTSAT   20131107  0513   13.25  -128.43   212   11.2   82  66.50  0.84  15
IR     MTSAT   20131107  0513   13.59  -128.64   212    9.2   88  65.08  0.94  15
IR     MTSAT   20131107  0513   13.28  -129.11   175   13.2   86  61.17  0.88  15
IR     MTSAT   20131107  0513   13.35  -130.21   175   13.8  102  73.36  0.87  15
IR     MTSAT   20131107  0513   13.42  -130.48   175   13.2   98  71.74  0.99  15
IR     MTSAT   20131107  0513   13.34  -131.24   175   10.8  101  73.01  0.92  15
IR     MTSAT   20131107  0513   13.34  -131.58   162   10.7  103  66.18  0.80  15
IR     MTSAT   20131107  0513   13.37  -133.27   325   21.0  117  49.71  0.83  15
IR     MTSAT   20131107  0513   13.29  -134.02   550   18.9  116  76.78  0.86  15
IR     MTSAT   20131107  0513   13.51  -134.87   212    6.4   99  61.68  0.51  15
IR     MTSAT   20131107  0513   13.51  -135.32   200    8.2  109  68.74  0.91  15
IR     MTSAT   20131107  0513   13.35  -136.33   237    7.2   96  65.39  0.94  15
IR     MTSAT   20131107  0513   13.39  -136.59   212    7.4   96  64.90  0.98  15
IR     MTSAT   20131107  0513   13.24  -137.89   237    6.6  112  71.71  0.78  15
IR     MTSAT   20131107  0513   13.35  -138.41   212    5.3   97  67.07  0.87  15
IR     MTSAT   20131107  0513   13.31  -138.82   212    5.1   90  66.02  0.98  15
IR     MTSAT   20131107  0513   13.05  -139.42   237    5.6   78  79.22  0.63  15
IR     MTSAT   20131107  0513   13.27  -140.31   275    4.4   97  73.31  0.94  15
IR     MTSAT   20131107  0513   13.16  -140.90   262    4.6   87  69.73  0.87  15
IR     MTSAT   20131107  0513   13.20  -141.68   400   12.5  101  81.07  0.98  15
IR     MTSAT   20131107  0513   13.58  -142.65   387   12.8  102  70.43  0.79  15
IR     MTSAT   20131107  0513   13.20  -143.53   400   12.7   91  78.82  0.91  15
IR     MTSAT   20131107  0513   13.51  -143.91   887   12.1   91  86.62  0.98  15
IR     MTSAT   20131107  0513   13.18  -119.30   150   17.2  118  71.73  0.99  15
IR     MTSAT   20131107  0513   12.67  -120.04   175   17.2  113  63.54  1.00  15
IR     MTSAT   20131107  0513   13.16  -120.40   162   19.0  119  71.89  1.00  15
IR     MTSAT   20131107  0513   12.81  -120.88   175   19.6  127  61.44  0.94  15
IR     MTSAT   20131107  0513   12.67  -122.94   175   14.8  109  75.43  0.92  15
IR     MTSAT   20131107  0513   12.62  -123.65   175   15.5  115  61.66  0.98  15
IR     MTSAT   20131107  0513   13.03  -124.25   175    4.8  106  49.01  0.58  15
IR     MTSAT   20131107  0513   12.69  -124.79   162   11.8  102  67.60  0.67  15
IR     MTSAT   20131107  0513   12.61  -125.18   162   11.0  100  66.66  0.81  15
IR     MTSAT   20131107  0513   12.60  -125.92   162   15.4  104  60.29  0.84  15
IR     MTSAT   20131107  0513   12.85  -126.57   225   13.1   91  79.14  0.98  15
IR     MTSAT   20131107  0513   12.62  -126.85   237   12.5   81  68.52  0.97  15
IR     MTSAT   20131107  0513   13.07  -127.59   237   12.5   75  66.77  0.91  15
IR     MTSAT   20131107  0513   12.91  -128.48   162   14.3   90  61.20  0.93  15
IR     MTSAT   20131107  0513   12.59  -131.19   150   11.8  126  61.72  0.93  15
IR     MTSAT   20131107  0513   12.85  -131.67   175   11.0  113  64.49  0.97  15
IR     MTSAT   20131107  0513   12.69  -132.24   150   11.4  130  77.44  0.98  15
IR     MTSAT   20131107  0513   12.80  -132.91   150    8.4  132  72.17  0.50  15
IR     MTSAT   20131107  0513   12.61  -133.07   150    9.7  144  75.90  0.55  15
IR     MTSAT   20131107  0513   12.57  -133.97   200   16.4  124  54.85  0.84  15
IR     MTSAT   20131107  0513   12.83  -134.22   262   17.6  120  52.43  0.82  15
IR     MTSAT   20131107  0513   12.76  -134.89   525   20.8  125  72.41  0.72  15
IR     MTSAT   20131107  0513   12.75  -135.67   550   17.7  129  76.32  0.87  15
IR     MTSAT   20131107  0513   12.60  -136.20   312   16.9  131  53.27  0.84  15
IR     MTSAT   20131107  0513   12.97  -136.75   262   14.7  124  49.36  0.85  15
IR     MTSAT   20131107  0513   12.71  -137.57   225    4.8  126  65.11  0.80  15
IR     MTSAT   20131107  0513   12.90  -138.31   200    5.0   87  74.97  1.00  15
IR     MTSAT   20131107  0513   12.97  -139.31   237    5.5   84  83.18  0.66  15
IR     MTSAT   20131107  0513   12.59  -139.79   250    4.8   78  71.96  0.69  15
IR     MTSAT   20131107  0513   12.71  -140.97   212    4.7   78  54.51  0.93  15
IR     MTSAT   20131107  0513   12.56  -141.45   187    8.1  359  65.97  0.78  15
IR     MTSAT   20131107  0513   12.82  -142.64   312    6.5   86  72.55  0.67  15
IR     MTSAT   20131107  0513   12.94  -143.46   906   12.8   91  70.92  0.99  15
IR     MTSAT   20131107  0513   12.71  -143.79   906   12.0   90  79.35  0.98  15
IR     MTSAT   20131107  0513   12.72  -144.83   906   12.1   91  78.40  1.00  15
IR     MTSAT   20131107  0513   12.72  -145.68   887   12.0   90  83.58  0.96  15
IR     MTSAT   20131107  0513   12.15  -119.56   175   18.6  114  72.86  0.86  15
IR     MTSAT   20131107  0513   12.26  -119.80   187   20.0  115  66.74  1.00  15
IR     MTSAT   20131107  0513   12.52  -120.46   175   17.6  114  68.73  0.99  15
IR     MTSAT   20131107  0513   12.55  -120.91   162   20.0  128  57.84  0.90  15
IR     MTSAT   20131107  0513   12.35  -121.69   162   20.3  109  66.02  0.60  15
IR     MTSAT   20131107  0513   12.36  -123.63   175   15.2  116  60.82  0.93  15
IR     MTSAT   20131107  0513   12.20  -124.16   162   16.0  112  62.44  0.78  15
IR     MTSAT   20131107  0513   12.38  -124.89   162   12.5  109  77.83  0.80  15
IR     MTSAT   20131107  0513   12.53  -125.23   162   11.4  106  75.53  0.99  15
IR     MTSAT   20131107  0513   12.30  -125.87   187   16.0   84  55.33  0.81  15
IR     MTSAT   20131107  0513   12.33  -126.25   250   16.4   84  72.23  0.96  15
IR     MTSAT   20131107  0513   12.27  -128.90   150   17.2  120  50.68  0.90  15
IR     MTSAT   20131107  0513   12.02  -130.95   150   17.3  105  72.28  0.86  15
IR     MTSAT   20131107  0513   12.40  -131.35   150   10.8  130  55.76  0.87  15
IR     MTSAT   20131107  0513   12.47  -132.21   162   10.8  127  64.17  0.88  15
IR     MTSAT   20131107  0513   12.35  -132.48   162   10.0  125  64.71  0.81  15
IR     MTSAT   20131107  0513   12.46  -133.07   150    9.4  145  74.51  0.90  15
IR     MTSAT   20131107  0513   12.08  -133.90   162   11.8  143  64.45  0.70  15
IR     MTSAT   20131107  0513   12.15  -135.83   350   16.4  138  64.71  0.84  15
IR     MTSAT   20131107  0513   11.96  -136.47   200   15.4  138  46.19  0.91  15
IR     MTSAT   20131107  0513   12.03  -136.98   237   12.6  141  52.59  0.60  15
IR     MTSAT   20131107  0513   12.45  -137.64   250    5.4  146  59.43  0.82  15
IR     MTSAT   20131107  0513   11.92  -138.42   350    9.3  136  73.09  0.67  15
IR     MTSAT   20131107  0513   12.22  -139.12   187    7.3   43  72.25  0.99  15
IR     MTSAT   20131107  0513   12.18  -139.71   175    7.8   42  68.77  0.85  15
IR     MTSAT   20131107  0513   12.11  -139.97   175    8.5   35  72.08  0.89  15
IR     MTSAT   20131107  0513   12.41  -141.08   187    7.6  359  63.02  0.95  15
IR     MTSAT   20131107  0513   12.12  -145.26   887   12.1   94  77.17  0.99  15
IR     MTSAT   20131107  0513   11.62  -119.37   175   20.1  111  76.40  0.99  15
IR     MTSAT   20131107  0513   11.92  -120.07   162   20.1  114  72.54  1.00  15
IR     MTSAT   20131107  0513   11.49  -120.68   187   14.4  108  57.87  0.96  15
IR     MTSAT   20131107  0513   11.60  -121.23   187   14.6  111  59.95  0.99  15
IR     MTSAT   20131107  0513   12.00  -121.84   162   22.9  110  58.57  0.97  15
IR     MTSAT   20131107  0513   11.92  -122.24   200   13.9   71  51.02  0.97  15
IR     MTSAT   20131107  0513   11.79  -123.60   175   18.4  105  54.80  0.97  15
IR     MTSAT   20131107  0513   11.98  -124.13   162   16.2  111  61.70  0.86  15
IR     MTSAT   20131107  0513   11.66  -124.94   187   12.8   66  53.46  0.75  15
IR     MTSAT   20131107  0513   11.89  -125.08   175   11.4   88  66.46  0.95  15
IR     MTSAT   20131107  0513   11.92  -125.74   175   15.3   81  55.58  0.88  15
IR     MTSAT   20131107  0513   11.58  -126.34   212   17.3   70  56.36  0.80  15
IR     MTSAT   20131107  0513   11.72  -126.83   200   14.3   82  81.60  0.53  15
IR     MTSAT   20131107  0513   11.78  -128.39   150   19.0  107  57.70  0.82  15
IR     MTSAT   20131107  0513   11.89  -128.58   150   18.7  111  54.61  0.94  15
IR     MTSAT   20131107  0513   11.47  -129.85   150   21.7   78  52.10  0.98  15
IR     MTSAT   20131107  0513   11.76  -130.66   150   22.0   91  52.01  0.98  15
IR     MTSAT   20131107  0513   11.69  -131.19   150   18.3  103  64.59  0.99  15
IR     MTSAT   20131107  0513   11.61  -131.64   150   18.2  114  67.68  0.89  15
IR     MTSAT   20131107  0513   11.72  -132.28   162   16.5  116  67.25  0.91  15
IR     MTSAT   20131107  0513   11.83  -132.76   150   11.0  139  66.58  0.83  15
IR     MTSAT   20131107  0513   11.56  -133.66   175   14.2  126  67.74  0.98  15
IR     MTSAT   20131107  0513   11.86  -134.51   150    9.9  155  61.96  0.55  15
IR     MTSAT   20131107  0513   11.40  -135.03   225   10.9  146  57.57  0.89  15
IR     MTSAT   20131107  0513   11.48  -135.48   350   15.1  129  75.75  0.87  15
IR     MTSAT   20131107  0513   11.62  -136.25   200    9.7  119  77.30  1.00  15
IR     MTSAT   20131107  0513   11.85  -136.32   200   14.9  138  47.88  0.86  15
IR     MTSAT   20131107  0513   11.47  -136.92   187    9.1   79  58.60  0.98  15
IR     MTSAT   20131107  0513   11.44  -137.54   200   14.6  139  44.51  0.81  15
IR     MTSAT   20131107  0513   11.43  -137.99   200   11.8  149  44.75  0.71  15
IR     MTSAT   20131107  0513   11.77  -138.61   350   10.2  128  74.19  0.70  15
IR     MTSAT   20131107  0513   11.88  -139.24   175    8.1   37  72.74  0.74  15
IR     MTSAT   20131107  0513   11.77  -139.75   175    9.0   31  71.72  0.78  15
IR     MTSAT   20131107  0513   11.47  -140.23   162    9.1   26  74.93  0.94  15
IR     MTSAT   20131107  0513   11.69  -141.26   200    9.8   36  64.06  0.95  15
IR     MTSAT   20131107  0513   11.70  -145.25   887   12.3   90  78.13  0.89  15
IR     MTSAT   20131107  0513   11.11  -115.97   225   11.0  136  67.58  0.68  15
IR     MTSAT   20131107  0513   11.45  -118.56   175   14.2  119  53.39  0.66  15
IR     MTSAT   20131107  0513   11.32  -119.07   175   20.7  113  75.97  0.99  15
IR     MTSAT   20131107  0513   11.05  -120.11   150   22.7  103  67.69  0.96  15
IR     MTSAT   20131107  0513   11.45  -120.72   187   14.2  109  57.16  0.96  15
IR     MTSAT   20131107  0513   11.33  -121.53   187   14.0  104  60.65  0.97  15
IR     MTSAT   20131107  0513   11.29  -121.74   187   13.6  101  60.88  0.90  15
IR     MTSAT   20131107  0513   11.02  -122.51   237   12.7   52  67.92  0.91  15
IR     MTSAT   20131107  0513   11.07  -124.82   175   12.7   78  64.42  1.00  15
IR     MTSAT   20131107  0513   11.02  -125.67   200   12.3   78  78.43  0.82  15
IR     MTSAT   20131107  0513   10.94  -125.83   175   10.7   85  60.04  0.56  15
IR     MTSAT   20131107  0513   11.35  -126.46   225   16.5   68  62.13  0.77  15
IR     MTSAT   20131107  0513   11.12  -127.36   162   22.2   72  49.90  0.99  15
IR     MTSAT   20131107  0513   11.38  -127.54   162   21.8   74  50.22  0.95  15
IR     MTSAT   20131107  0513   11.33  -128.19   150   23.3   89  61.66  0.85  15
IR     MTSAT   20131107  0513   11.28  -130.57   150   21.0   89  57.99  0.99  15
IR     MTSAT   20131107  0513   11.00  -132.74   162   24.8  122  44.80  0.84  15
IR     MTSAT   20131107  0513   11.00  -133.38   200   20.5  117  54.65  0.88  15
IR     MTSAT   20131107  0513   11.00  -133.93   187   15.3  132  76.33  0.62  15
IR     MTSAT   20131107  0513   11.33  -134.33   150    8.1  110  52.61  0.63  15
IR     MTSAT   20131107  0513   11.03  -135.48   300   15.2  135  72.47  0.91  15
IR     MTSAT   20131107  0513   11.29  -136.14   200    6.9   91  54.53  0.91  15
IR     MTSAT   20131107  0513   11.29  -136.40   162    6.8   79  66.39  0.78  15
IR     MTSAT   20131107  0513   11.21  -136.88   175    9.2   60  52.91  0.96  15
IR     MTSAT   20131107  0513   10.91  -137.55   212    7.9   83  56.19  0.79  15
IR     MTSAT   20131107  0513   11.17  -138.06   187   10.3  135  47.86  0.81  15
IR     MTSAT   20131107  0513   11.13  -139.05   275    8.1  110  66.78  0.69  15
IR     MTSAT   20131107  0513   11.32  -140.23   162    9.0   24  74.03  0.93  15
IR     MTSAT   20131107  0513   11.32  -140.85   387   10.6  102  69.27  0.56  15
IR     MTSAT   20131107  0513   11.29  -142.33   225    4.5   50  64.33  0.55  15
IR     MTSAT   20131107  0513   10.84  -115.91   212    8.7  133  75.55  0.91  15
IR     MTSAT   20131107  0513   10.64  -116.69   212   10.2  121  74.07  0.96  15
IR     MTSAT   20131107  0513   10.50  -118.57   175   21.1  111  71.11  0.98  15
IR     MTSAT   20131107  0513   10.50  -118.73   150   20.8  111  66.09  0.98  15
IR     MTSAT   20131107  0513   10.83  -119.64   175   21.5  109  71.24  0.87  15
IR     MTSAT   20131107  0513   10.37  -120.08   200   18.1   97  75.48  0.95  15
IR     MTSAT   20131107  0513   10.88  -121.09   175   16.8   99  60.63  0.94  15
IR     MTSAT   20131107  0513   10.54  -121.35   187   12.6   85  51.78  0.91  15
IR     MTSAT   20131107  0513   10.72  -122.25   212   13.1   53  53.93  0.89  15
IR     MTSAT   20131107  0513   10.86  -122.68   225   13.9   51  59.73  0.59  15
IR     MTSAT   20131107  0513   10.44  -123.30   175   14.4   73  55.95  0.97  15
IR     MTSAT   20131107  0513   10.39  -124.70   175   17.1   75  63.66  0.55  15
IR     MTSAT   20131107  0513   10.65  -125.04   175   14.0   88  69.71  0.86  15
IR     MTSAT   20131107  0513   10.72  -125.92   162   10.0   91  51.28  0.97  15
IR     MTSAT   20131107  0513   10.41  -126.90   187   12.3   47  49.67  0.75  15
IR     MTSAT   20131107  0513   10.74  -127.19   175   15.0   62  55.21  0.75  15
IR     MTSAT   20131107  0513   10.70  -128.06   150   21.0   84  75.25  0.98  15
IR     MTSAT   20131107  0513   10.43  -128.53   150   27.3   76  54.08  0.97  15
IR     MTSAT   20131107  0513   10.77  -128.93   162   25.0   65  50.57  0.99  15
IR     MTSAT   20131107  0513   10.37  -133.65   200   19.7  143  62.07  0.96  15
IR     MTSAT   20131107  0513   10.37  -133.73   200   20.7  142  58.90  0.98  15
IR     MTSAT   20131107  0513   10.66  -134.46   187   10.7  133  60.51  0.52  15
IR     MTSAT   20131107  0513   10.70  -135.01   175    4.6  147  50.33  0.72  15
IR     MTSAT   20131107  0513   10.62  -135.68   300   13.5  139  72.99  0.90  15
IR     MTSAT   20131107  0513   10.69  -135.93   387   14.3  139  74.58  0.85  15
